,address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,operatingCashflow,operatingMargins,financialCurrency,trailingPegRatio
0,Millennium Centennial Center,7th Floor Jl. General Sudirman Kav. 25,Jakarta Selatan,12920,Indonesia,62 21 8550 0947,62 21 3970 8007,https://aladinbank.id,Banks - Regional,banks-regional,Banks - Regional,Financial Services,financial-services,Financial Services,"PT Bank Aladin Syariah Tbk provides sharia banking products and services in Indonesia. It offers savings products, current accounts, and certificates; and funding and financing products, as well as other banking services comprising fund transfers, payments, purchases, and others. The company was founded in 1994 and is headquartered in Jakarta Selatan, Indonesia. PT Bank Aladin Syariah Tbk operates as a subsidiary of PT Aladin Global Ventures.",291,"[{'maxAge': 1, 'name': 'Mr. Dyota Mahottama Marsudi', 'age': 34, 'title': 'President Director', 'yearBorn': 1989, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Cheryl Widjaja Ekaputri', 'age': 41, 'title': 'Finance Director & Director', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Willy  Hambali', 'age': 42, 'title': 'Chief Operating Officer', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ary Dwi M. Prasetyo', 'title': 'Finance Planning & Accounting Head', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Budi Santoso Kusmiantoro', 'age': 47, 'title': 'Chief Technology Officer', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Indira Indah Prameshwari', 'age': 36, 'title': 'Head of Corporate Secretary & Investor Relations', 'yearBorn': 1987, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Baiq Nadea Dzurriatin', 'age': 53, 'title': 'Compliance Director & Director', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Togi Fabert Pardede', 'title': 'Head of Legal', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Linda  Setiawan', 'age': 46, 'title': 'Chief People, Diversity & Culture Officer', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kristian  Hadisiswanto', 'title': 'Head of IT Operations', 'exercisedValue': 0, 'unexercisedValue': 0}]",86400,2,955.0,955.0,950.0,990.0,955.0,955.0,950.0,990.0,0.356,3299.9998,1557700,1557700,2807938,883200,883200,1040.0,940.0,14475680808960,930.0,1495.0,61.7234,1034.3,1127.3,IDR,12139657953280,-0.9668,5754414828,14621899776,0.57878,0.00799,14920299520,221.667,4.4661584,1703980800,1735603200,1703980800,-226737995776,-16.04,0.3,51.763,-0.33680558,0.2160933,JKT,EQUITY,BANK.JK,BANK.JK,Bank Aladin Syariah Tbk.,PT Bank Aladin Syariah Tbk,1612144800,Asia/Jakarta,WIB,9b14ee83-c66a-3716-8aad-abe420a8b842,finmb_24159438,25200000,990.0,1400.0,1300.0,1350.0,1350.0,2.5,buy,2,1767066042368,126.959,614670991360,234524999680,16.978,-0.03835,-0.07281,-2017734033408,-1.4471099,IDR,
