,address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,operatingCashflow,earningsGrowth,revenueGrowth,operatingMargins,financialCurrency,trailingPegRatio
0,BTN Tower,Jl. Gajah Mada No. 1,Jakarta,10130,Indonesia,62 21 633 6789,62 21 633 6719,https://www.btn.co.id,Banks - Regional,banks-regional,Banks - Regional,Financial Services,financial-services,Financial Services,"PT Bank Tabungan Negara (Persero) Tbk provides various banking products and services in Indonesia. The company offers savings, current, and deposit accounts; consumer and commercial credit; mobile and internet banking services; cash management; and other services. The company was formerly known as Bank Tabungan Pos and changed its name to PT Bank Tabungan Negara (Persero) Tbk in 1963. PT Bank Tabungan Negara (Persero) Tbk was founded in 1897 and is headquartered in Jakarta, Indonesia.",11270,"[{'maxAge': 1, 'name': 'Mr. Nixon Lambok Pahotan Napitupulu', 'age': 54, 'title': 'President Director', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Nofry Rony Poetra', 'age': 55, 'title': 'Director of Finance & Director', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Alex Sofyan Noor', 'age': 56, 'title': 'Senior Executive Vice President of Operations', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Rudolf Valentino Saragih', 'age': 55, 'title': 'Senior VP and Head of Finance & Accounting Division', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Winang  Budoyo', 'age': 53, 'title': 'VP and Head of Investor Relations & Research Division', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Eko  Waluyo', 'age': 52, 'title': 'Director of Human Capital, Compliance & Legal and Director', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Triani Pudji Astuti', 'age': 48, 'title': 'VP & Head of Commercial Banking Division', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Elisabeth Novie Riswanti', 'age': 56, 'title': 'Director of Assets Management & Director', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. D. Adee Indriana', 'age': 50, 'title': 'VP and Head of Operations & Business Support Division', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Beki  Kanuwa', 'age': 50, 'title': 'Service Quality & Distribution Division Head and Head of Retail Credit Risk Division', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}]",86400,2,1375.0,1385.0,1380.0,1420.0,1375.0,1385.0,1380.0,1420.0,49.89,0.0363,1710806400,0.1743,1.62,1.172,5.7025824,4.3896255,41495800,41495800,56211275,68632666,68632666,1635.0,1035.0,19928847482880,1180.0,1610.0,1.4707354,1422.8,1305.45,IDR,31912259223552,0.25837,5593708510,14034400256,0.65193003,0.13328,14034400256,2171.739,0.6538539,1703980800,1735603200,1703980800,0.543,3500987908096,249.01,323.49,0.69,2.355,0.100000024,0.2160933,49.89136,1710806400,JKT,EQUITY,BBTN.JK,BBTN.JK,Bank Tabungan Negara (Persero) ,PT Bank Tabungan Negara (Persero) Tbk,1261015200,Asia/Jakarta,WIB,81373c7f-db21-3221-82f3-605b326ad47f,finmb_9002979,25200000,1420.0,2130.0,1350.0,1853.6,1960.0,2.0,buy,11,38718819794944,2758.842,51333721751552,13550260060160,966.357,0.00833,0.12417,-18721898758144,0.167,0.464,0.51655,IDR,
