,address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,operatingCashflow,revenueGrowth,operatingMargins,financialCurrency,trailingPegRatio
0,Treasury Tower,"60th Floor District 8 SCBD Lot 28 Jl, Jenderal Sudirman Kav 52-53",Jakarta Selatan,12190,Indonesia,62 21 709 4950,https://www.bankneocommerce.co.id,Banks - Regional,banks-regional,Banks - Regional,Financial Services,financial-services,Financial Services,"PT Bank Neo Commerce Tbk provides various commercial banking products and services in Indonesia. It operates through three segments: Loan, Funding, and Treasury. The company offers funding products, such as current accounts, savings accounts, time deposits, and on-call deposits; wealth management products, that includes mutual funds and bank assurance services; and financial products, such as pension loan, channeling loan, multi-purpose loan, mortgage, personal loan, working capital loans, investment loan, direct loan, and other services. It also provides foreign exchange, factoring, credit card, trustee, leasing, insurance, and fund placement services. The company was formerly known as PT Bank Yudha Bhakti Tbk and changed its name to PT Bank Neo Commerce in September 2020. PT Bank Neo Commerce Tbk was founded in 1989 and is headquartered in Jakarta Selatan, Indonesia.",998,"[{'maxAge': 1, 'name': 'Mr. Aditya Wahyu Windarwo', 'age': 46, 'title': 'Acting President Director & Business Director', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Cardolla  Brodjonegoro', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Emiliana  Yuni', 'title': 'Act. Head of Operation Division', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Chen  Jun', 'age': 41, 'title': 'Director of Information Systems Technology & Director', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Kurnia Totok Sudjatmiko', 'title': 'Head of Compliance Division', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mira Yonita Aryanti', 'title': 'Chief Legal Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Maritsen  Darvita', 'title': 'Head of Marketing Division', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Apriza Liz Tresia Dewi', 'age': 43, 'title': 'Head of Human Resource Division', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dandy  Santosa', 'title': 'Head of Main Branch Office', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Nenden  Nurhaeni', 'title': 'Head of Bandung Branch Office', 'exercisedValue': 0, 'unexercisedValue': 0}]",86400,2,260.0,260.0,252.0,266.0,260.0,260.0,252.0,266.0,1618185600,0.619,26689000,26689000,76915442,35336583,35336583,260.0,248.0,3057855234048,208.0,625.0,3.9319265,276.36,339.83,IDR,1404271067136,-0.73702,6507581815,12038800384,0.46409,0.03208,12321000448,276.027,0.9201998,1703980800,1735603200,1703980800,-573180018688,-47.61,1.806,-0.559322,0.2160933,0.207781,1618185600,JKT,EQUITY,BBYB.JK,BBYB.JK,Bank Neo Commerce Tbk.,PT Bank Neo Commerce Tbk,1421114400,Asia/Jakarta,WIB,fa1f4754-b103-35f9-9878-1df4d6a633d2,finmb_31024063,25200000,254.0,600.0,400.0,531.7,595.0,1.3,strong_buy,3,2080429965312,172.81,354609004544,777699000320,64.598,-0.030280001,-0.16219999,-1633616003072,0.473,-0.027509999,IDR,
