Date,Dividends,Stock Splits
2018-05-03 00:00:00+07:00,23.89,0.0
2019-04-26 00:00:00+07:00,27.9336,0.0
2020-04-21 00:00:00+07:00,55.39,0.0
2021-04-20 00:00:00+07:00,44.06,0.0
2022-04-20 00:00:00+07:00,94.07,0.0
2023-04-26 00:00:00+07:00,115.16,0.0
