Date,Dividends,Stock Splits
2015-04-01 00:00:00+07:00,18.757034,0.0
2016-04-20 00:00:00+07:00,31.054808,0.0
2017-03-27 00:00:00+07:00,43.940395,0.0
2018-04-03 00:00:00+07:00,50.795288,0.0
2019-05-28 00:00:00+07:00,47.11173,0.0
2020-03-23 00:00:00+07:00,1.755523,0.0
2022-03-14 00:00:00+07:00,19.934338,0.0
2023-03-29 00:00:00+07:00,43.39426,0.0
2024-03-19 00:00:00+07:00,49.89136,0.0
