Date,Dividends,Stock Splits
2016-03-18 00:00:00+07:00,1.25346,0.0
2018-07-05 00:00:00+07:00,1.002768,0.0
2020-08-11 00:00:00+07:00,0.216815,0.0
2021-04-12 00:00:00+07:00,0.207781,0.0
